nitrogen,phosphorus,potassium,temperature_c,humidity_pct,soil_ph,rainfall_mm,ndvi,soil_moisture,forecast_temperature_c,forecast_rainfall_7d_mm,market_price,market_demand_index,crop
80.04,44.62,54.58,28.48,85.7,5.97,883.82,0.607,0.633,28.9,103.98,2339.76,0.65,tomato
83.41,45.34,24.98,20.85,56.53,6.8,457.69,0.6,0.309,19.59,45.63,2475.0,0.659,wheat
81.44,33.72,62.96,15.42,61.31,5.61,593.46,0.604,0.458,15.56,56.36,1817.25,0.811,potato
137.02,57.22,66.78,27.59,62.83,6.87,1266.1,0.676,0.673,26.56,89.33,500.0,0.846,sugarcane
77.34,49.19,40.74,20.91,68.8,5.98,1018.33,0.634,0.588,22.31,141.1,1825.48,0.794,maize
95.78,46.36,20.51,20.58,38.39,6.87,662.7,0.627,0.479,21.65,19.68,2216.58,0.666,wheat
108.2,75.65,40.5,25.18,70.29,6.62,1995.13,0.745,0.75,24.13,250.0,500.0,0.757,sugarcane
81.44,25.07,40.71,16.82,37.55,7.07,518.43,0.447,0.332,14.23,59.36,5478.98,0.829,chickpea
57.52,35.3,46.49,31.55,72.11,7.06,575.85,0.439,0.497,33.08,15.15,4642.41,0.758,soybean
116.69,45.34,51.82,29.01,53.63,5.64,337.1,0.536,0.347,26.18,0.0,5791.82,0.754,cotton
88.29,34.02,44.13,27.78,83.14,6.29,1027.31,0.601,0.616,29.14,79.77,2048.91,0.904,maize
118.98,53.08,53.55,25.38,80.09,5.85,1626.03,0.696,0.75,24.88,217.74,2260.38,0.866,rice
108.04,53.37,73.76,30.3,80.3,5.98,1379.67,0.616,0.714,28.7,74.68,500.0,0.887,sugarcane
44.72,55.3,31.93,20.91,56.18,6.51,963.42,0.522,0.592,19.81,91.92,4174.94,0.609,soybean
106.9,33.41,25.25,21.35,51.25,6.4,551.7,0.66,0.532,18.69,45.21,1305.11,0.79,maize
120.49,33.23,39.06,27.48,94.08,5.72,940.25,0.656,0.625,28.92,74.48,2252.05,0.732,rice
57.12,57.25,46.76,22.95,70.94,6.15,552.83,0.537,0.44,23.82,78.51,2611.01,0.687,tomato
50.96,42.15,14.48,17.37,47.78,6.45,461.81,0.432,0.441,19.66,99.82,2403.65,0.807,wheat
107.03,59.94,54.92,32.86,73.55,7.0,1505.4,0.539,0.674,33.72,156.63,500.0,0.638,sugarcane
92.56,34.09,45.29,19.87,56.88,6.94,993.16,0.658,0.632,21.38,73.44,2295.94,0.76,tomato
41.43,36.28,56.11,25.46,83.12,7.33,952.89,0.524,0.679,25.21,85.57,4497.26,0.755,soybean
95.65,34.23,50.3,34.18,70.66,6.84,1592.33,0.576,0.75,30.16,165.69,500.0,0.686,sugarcane
49.96,42.21,55.37,20.57,62.0,6.47,788.23,0.463,0.508,18.74,124.89,5110.57,0.714,groundnut
120.83,47.97,72.67,25.11,73.81,6.98,1666.89,0.78,0.75,26.49,151.53,500.0,0.804,sugarcane
116.03,39.32,55.18,23.17,54.2,6.1,818.98,0.682,0.502,20.61,79.54,6404.03,0.774,cotton
132.16,52.35,71.35,28.0,86.91,6.94,2200.0,0.793,0.75,29.26,210.87,500.0,0.67,sugarcane
6.16,52.53,55.47,25.89,47.73,6.23,612.11,0.483,0.381,29.93,8.27,7778.91,0.751,groundnut
141.76,42.36,51.82,34.64,96.02,7.15,1934.12,0.695,0.75,36.48,156.03,500.0,0.901,sugarcane
38.08,40.53,34.35,29.6,67.8,5.66,792.53,0.606,0.505,30.8,49.52,4701.52,0.899,soybean
129.62,25.8,52.31,25.55,75.44,6.38,442.11,0.799,0.495,24.69,67.97,7135.9,0.712,cotton
72.14,46.72,42.34,21.16,56.14,6.39,873.33,0.558,0.509,20.7,116.33,3826.68,0.876,soybean
79.91,51.86,48.22,13.31,74.2,5.66,488.56,0.452,0.365,17.38,79.3,2094.38,0.61,potato
88.15,25.4,47.59,25.3,62.35,6.22,542.58,0.599,0.472,27.84,69.12,2738.59,0.693,wheat
103.05,71.29,51.2,38.96,61.89,6.68,1887.8,0.491,0.75,39.76,250.0,500.0,0.727,sugarcane
77.05,30.4,15.24,18.5,69.27,6.93,767.13,0.64,0.561,18.16,117.6,2112.39,0.628,wheat
76.31,35.18,47.65,23.09,47.27,6.55,836.76,0.588,0.462,26.66,67.86,2382.59,0.774,maize
122.72,57.38,41.97,23.5,60.26,6.69,451.59,0.756,0.403,22.52,62.74,1978.39,0.823,maize
123.79,73.06,47.51,22.3,60.9,7.36,1383.74,0.691,0.741,17.13,174.7,500.0,0.759,sugarcane
70.33,51.72,43.51,22.37,52.53,7.13,503.35,0.588,0.334,22.68,63.0,6459.18,0.744,chickpea
95.44,42.03,28.37,21.96,58.83,6.96,692.73,0.551,0.504,24.83,47.24,2379.58,0.879,wheat
119.72,67.69,50.7,25.29,84.01,7.54,1571.23,0.686,0.75,23.38,165.05,500.0,0.602,sugarcane
54.66,49.88,56.35,26.02,64.59,5.01,623.74,0.579,0.45,27.25,131.87,2240.76,0.788,tomato
23.57,42.58,15.59,27.17,64.24,6.78,570.11,0.456,0.406,28.37,108.08,4805.68,0.781,groundnut
129.24,63.69,52.72,19.01,80.29,5.48,1424.48,0.717,0.728,18.41,119.94,2470.86,0.842,rice
94.94,38.46,66.44,21.02,54.43,5.29,698.47,0.616,0.482,19.69,147.75,2698.61,0.696,tomato
106.12,51.76,38.26,34.29,78.81,7.37,1346.8,0.568,0.695,31.41,99.98,1909.73,0.889,rice
121.19,39.74,58.84,17.42,73.54,6.38,1093.42,0.72,0.66,16.33,122.52,1773.94,0.915,rice
125.1,76.56,56.01,27.97,80.59,7.25,1668.13,0.682,0.75,26.58,165.73,500.0,0.984,sugarcane
80.55,47.32,52.8,19.06,36.01,5.92,446.95,0.508,0.289,21.44,68.05,6472.49,0.836,chickpea
97.83,53.99,28.13,21.23,43.0,5.93,738.75,0.579,0.431,23.31,92.43,5210.06,0.848,cotton
43.43,30.56,34.74,28.85,54.25,6.0,299.78,0.48,0.393,27.99,33.21,5154.15,0.731,groundnut
116.22,51.12,42.53,28.44,75.85,6.97,1411.97,0.764,0.745,30.43,130.16,2091.37,0.728,rice
138.88,50.93,30.63,27.82,81.35,6.85,1235.12,0.712,0.743,28.02,194.39,500.0,0.647,sugarcane
116.4,19.65,34.0,21.79,60.89,6.96,875.18,0.632,0.553,20.3,88.32,6333.98,0.694,cotton
121.62,19.75,46.79,18.14,58.23,4.95,503.01,0.613,0.447,18.52,106.58,1520.39,0.818,potato
64.89,41.69,41.53,25.76,80.66,6.3,387.26,0.666,0.356,25.14,62.85,1830.48,0.926,tomato
113.67,35.75,47.33,30.05,67.2,5.78,1543.96,0.59,0.75,34.13,188.69,2228.13,0.934,rice
91.54,44.63,47.04,30.09,72.61,6.52,751.26,0.65,0.525,29.4,81.53,8365.71,0.508,cotton
106.69,46.92,52.28,25.35,36.15,6.6,943.1,0.722,0.572,25.69,125.7,7318.41,0.575,cotton
91.36,25.78,32.05,20.63,86.71,6.21,821.68,0.669,0.57,24.02,60.38,2161.3,0.746,maize
122.65,42.41,22.8,14.69,61.42,6.05,773.62,0.54,0.604,15.73,59.88,2079.96,0.961,maize
101.48,50.27,35.03,30.84,80.06,6.68,749.65,0.548,0.548,28.33,110.42,2536.91,0.896,rice
126.6,51.23,40.02,28.33,66.39,6.59,630.96,0.647,0.416,29.52,40.07,8255.78,0.909,cotton
98.5,56.65,19.58,22.8,90.59,5.21,692.65,0.735,0.609,25.67,0.0,2682.69,0.858,rice
117.79,59.22,31.39,28.36,90.19,5.81,1059.94,0.733,0.725,28.09,109.34,2320.07,0.801,rice
103.7,14.5,25.72,29.84,64.07,6.99,918.92,0.592,0.594,32.02,79.18,1878.86,0.715,maize
141.5,51.3,56.7,29.54,83.06,6.96,1587.15,0.683,0.75,28.86,121.3,500.0,0.698,sugarcane
9.68,53.57,59.45,23.38,48.69,6.24,751.44,0.439,0.357,23.5,108.38,4917.99,0.845,groundnut
115.57,31.52,43.24,16.32,65.63,7.59,572.3,0.505,0.527,17.07,88.89,7528.47,0.657,cotton
38.52,54.28,43.42,25.66,61.32,6.63,753.91,0.56,0.52,22.18,88.45,2690.65,0.842,tomato
68.04,45.4,26.84,18.74,72.32,4.9,554.51,0.531,0.498,16.5,72.19,1970.9,0.747,potato
90.05,42.66,45.55,18.9,34.67,5.93,716.29,0.566,0.441,18.6,48.95,2167.95,0.725,wheat
98.9,46.52,28.08,21.34,62.69,6.58,772.75,0.62,0.512,22.79,27.57,2241.67,1.0,wheat
89.1,62.79,42.34,21.02,52.66,6.26,805.01,0.502,0.508,20.37,87.54,2735.46,0.653,maize
64.88,59.91,57.95,20.91,64.22,7.07,542.9,0.527,0.415,18.19,35.48,2027.64,0.72,tomato
41.38,40.21,30.3,17.68,56.53,5.72,631.73,0.422,0.477,14.96,24.25,1769.43,0.799,potato
19.32,75.39,35.51,24.8,86.26,6.13,427.63,0.525,0.444,23.85,38.21,5762.63,1.0,groundnut
83.46,48.29,32.55,22.73,57.99,5.42,1256.59,0.627,0.703,26.16,173.12,2528.6,0.969,rice
93.14,26.75,39.21,24.21,77.54,5.95,747.43,0.603,0.54,22.47,129.67,2798.87,0.964,tomato
73.69,34.8,43.06,16.76,43.42,5.84,694.07,0.558,0.441,17.94,136.75,2735.15,0.862,wheat
60.12,62.1,58.79,21.79,62.34,5.19,635.42,0.596,0.472,21.76,29.33,5075.0,0.664,groundnut
58.92,60.13,42.18,23.51,36.64,6.6,534.14,0.453,0.407,23.28,83.15,6906.21,0.634,chickpea
83.43,44.06,37.79,22.11,53.04,6.08,441.34,0.606,0.534,23.27,133.02,2650.16,0.675,wheat
70.48,46.47,33.21,26.03,65.57,5.74,698.52,0.583,0.407,23.29,62.46,2548.48,0.766,maize
123.68,16.7,55.35,27.22,82.35,5.79,1042.34,0.751,0.75,29.23,148.53,2136.64,0.79,rice
67.88,36.65,41.1,33.55,71.9,6.34,659.85,0.564,0.491,33.58,41.94,7628.75,0.686,cotton
85.9,56.44,27.11,20.07,51.17,5.52,598.49,0.693,0.452,18.54,48.75,2049.53,0.655,potato
35.34,76.08,35.69,16.18,71.8,6.75,670.88,0.5,0.445,15.34,80.87,5465.52,0.768,soybean
71.48,40.01,54.68,18.27,61.49,6.74,732.78,0.603,0.546,20.09,51.76,2345.56,0.832,wheat
36.33,55.15,60.6,22.97,70.51,7.52,884.18,0.565,0.552,21.04,78.28,4210.44,0.767,soybean
71.88,36.38,28.57,27.29,49.84,6.77,682.39,0.562,0.425,26.74,71.88,6073.91,0.535,groundnut
43.38,60.38,24.79,23.01,56.49,6.86,955.97,0.528,0.506,21.06,98.82,4821.08,0.756,soybean
132.62,56.27,44.43,30.4,70.45,7.24,2092.93,0.649,0.75,29.09,245.25,500.0,0.945,sugarcane
88.78,58.18,49.93,24.93,58.65,5.59,584.97,0.625,0.425,24.38,46.63,1978.46,0.824,tomato
21.09,61.54,51.56,27.39,61.1,6.19,477.01,0.512,0.508,27.85,0.6,4313.73,0.616,groundnut
118.59,53.64,54.02,29.54,71.6,6.54,1583.58,0.688,0.75,27.89,200.76,500.0,0.573,sugarcane
47.94,41.91,62.21,22.81,51.07,5.26,552.01,0.516,0.436,20.32,88.75,1788.12,0.696,potato
98.25,32.89,56.16,21.68,36.65,6.84,604.52,0.631,0.497,23.09,52.55,1897.12,0.867,wheat
97.92,45.77,27.88,32.76,34.82,5.85,727.13,0.563,0.532,33.15,69.16,7466.66,0.516,cotton
106.44,48.24,60.38,22.53,65.89,6.42,709.77,0.646,0.547,21.51,39.9,2661.62,0.699,maize
81.59,55.19,44.18,19.55,66.93,7.2,453.51,0.526,0.43,19.27,72.18,2252.72,0.862,wheat
30.79,42.74,33.26,21.2,65.5,6.3,524.02,0.439,0.429,15.95,46.7,5854.97,0.784,groundnut
87.46,50.71,35.34,14.68,42.85,6.43,788.03,0.513,0.415,15.49,49.43,2212.0,0.877,wheat
131.85,35.09,42.87,27.31,82.94,6.23,1448.6,0.711,0.75,26.24,151.6,2419.67,0.872,rice
46.74,59.39,54.37,22.09,42.0,6.35,373.98,0.478,0.311,21.73,64.08,5574.49,0.611,chickpea
31.06,76.14,54.94,27.74,45.97,6.94,386.49,0.439,0.396,26.27,29.22,6140.1,0.889,chickpea
44.16,42.4,53.78,24.55,61.26,6.55,735.6,0.541,0.521,22.66,133.83,4895.47,0.798,groundnut
78.34,18.57,39.0,25.45,57.16,7.13,818.64,0.673,0.533,24.58,51.98,5742.98,0.681,cotton
119.34,39.0,48.04,26.76,68.61,6.37,914.3,0.596,0.606,27.74,67.82,6627.01,0.796,cotton
76.95,46.84,37.78,31.33,79.31,6.7,685.7,0.59,0.535,33.97,33.95,2380.71,0.88,maize
79.16,44.16,35.38,18.17,79.86,5.56,583.29,0.554,0.442,20.63,10.67,1776.95,0.646,potato
33.7,66.18,35.56,18.3,64.29,7.07,617.68,0.526,0.472,21.97,48.65,5432.48,0.86,chickpea
99.28,34.99,61.21,26.28,59.19,5.99,783.64,0.654,0.569,26.65,52.76,2695.49,0.825,maize
76.27,58.89,19.3,18.19,75.96,6.61,815.93,0.541,0.573,18.57,92.07,2078.71,0.874,maize
77.85,52.56,54.89,27.29,49.78,7.27,758.54,0.64,0.423,28.31,114.46,6193.43,0.93,soybean
46.48,57.8,27.86,25.61,73.21,6.26,865.27,0.594,0.534,25.91,38.62,4981.98,0.718,soybean
13.7,46.97,52.35,29.19,58.15,5.81,628.12,0.471,0.341,30.75,61.96,6846.13,0.65,groundnut
48.21,70.24,38.83,25.68,61.39,7.86,351.16,0.545,0.336,23.94,81.38,5521.88,0.662,chickpea
36.97,51.07,30.89,18.6,51.61,7.36,361.36,0.488,0.311,18.42,16.5,7386.46,0.701,chickpea
126.76,21.72,43.53,26.14,58.29,7.42,531.41,0.701,0.499,25.49,20.39,7276.17,0.831,cotton
54.65,56.63,42.69,30.46,66.25,6.19,770.18,0.565,0.521,30.54,52.45,4322.71,0.65,soybean
117.44,32.55,28.95,24.7,71.0,6.6,725.3,0.685,0.558,24.33,28.84,2037.04,0.979,rice
56.82,13.06,22.29,25.5,75.73,6.46,937.34,0.634,0.636,25.21,77.47,1914.01,0.965,rice
71.92,39.21,24.49,25.57,69.11,6.81,555.31,0.532,0.479,26.26,20.24,1695.18,0.964,tomato
150.73,55.74,66.8,33.68,73.57,6.46,1330.82,0.688,0.669,32.78,174.98,500.0,0.565,sugarcane
22.07,47.44,43.73,31.9,66.58,6.22,547.7,0.393,0.441,31.32,66.07,5080.31,0.812,groundnut
52.06,34.05,37.13,21.22,69.12,7.05,1178.6,0.576,0.698,20.02,99.05,5724.52,0.762,soybean
125.45,17.23,13.64,24.94,59.65,6.19,629.21,0.714,0.489,22.88,60.2,6926.32,0.805,cotton
42.23,52.31,37.76,19.14,38.49,6.94,365.44,0.415,0.334,16.47,25.26,6525.86,0.807,chickpea
39.58,67.01,59.93,25.12,42.12,6.63,461.77,0.697,0.446,26.2,39.03,6869.96,0.719,chickpea
61.65,63.24,39.09,21.53,47.06,6.18,589.31,0.606,0.462,19.98,70.95,4871.45,0.688,soybean
106.61,75.06,62.85,24.86,49.54,6.95,1763.53,0.624,0.75,24.34,180.0,500.0,0.929,sugarcane
97.19,55.48,41.44,29.21,70.69,4.89,773.05,0.666,0.472,29.93,81.35,2600.26,0.854,tomato
121.09,71.97,48.02,23.97,89.1,7.22,1221.31,0.761,0.75,22.16,126.39,500.0,0.681,sugarcane
114.25,52.93,47.13,28.52,73.13,6.59,879.82,0.686,0.557,28.79,56.8,2368.04,0.768,maize
53.58,58.42,37.68,18.08,43.22,6.95,448.26,0.466,0.4,22.71,59.0,5846.2,0.778,chickpea
92.28,36.19,47.16,24.71,70.47,6.33,1170.25,0.718,0.641,26.35,59.71,2137.67,0.852,maize
126.18,48.55,59.89,31.19,80.19,6.66,1553.66,0.553,0.75,29.99,143.65,500.0,0.867,sugarcane
72.48,58.18,38.99,27.68,60.46,7.64,780.38,0.597,0.468,27.42,47.95,2781.79,0.64,maize
73.19,53.67,44.28,20.92,64.4,6.65,677.06,0.543,0.534,18.61,37.79,1583.73,0.863,potato
34.79,62.59,25.39,27.99,54.32,6.95,447.41,0.689,0.385,24.69,26.93,7493.4,0.887,chickpea
83.6,33.0,44.35,36.46,46.93,6.9,581.64,0.557,0.389,38.53,65.93,5602.06,0.77,cotton
104.82,37.07,38.23,18.62,42.24,7.35,510.15,0.496,0.415,18.93,88.44,2500.97,0.772,wheat
112.34,49.41,52.56,22.0,84.02,5.3,982.81,0.842,0.603,21.96,122.85,2187.2,0.748,rice
20.4,76.92,33.51,17.24,60.4,6.46,564.47,0.419,0.421,14.63,19.92,6656.45,0.536,chickpea
71.22,50.5,52.12,21.68,46.92,6.04,504.53,0.587,0.39,18.57,0.0,2106.95,1.0,maize
63.16,31.36,26.67,27.84,75.7,5.14,584.99,0.608,0.49,24.8,55.38,2378.09,0.775,tomato
117.62,37.73,35.0,29.31,96.56,6.07,704.76,0.697,0.564,26.49,81.18,2290.24,0.832,tomato
125.94,50.78,71.15,26.84,67.3,6.82,1158.15,0.664,0.703,28.82,121.31,500.0,1.0,sugarcane
117.21,51.38,40.91,22.79,56.06,6.15,1472.58,0.72,0.75,23.46,168.0,500.0,0.834,sugarcane
43.84,51.8,28.11,24.18,76.24,6.2,723.46,0.508,0.524,26.98,144.91,5457.8,0.748,soybean
132.31,42.99,36.83,29.79,68.25,6.14,922.38,0.721,0.539,29.36,97.09,2145.84,0.734,maize
69.29,33.68,53.96,21.58,89.63,5.65,628.93,0.628,0.583,21.39,72.66,1964.13,0.749,potato
30.94,45.69,24.39,31.74,51.04,6.56,714.09,0.426,0.503,29.68,157.01,6614.65,0.741,groundnut
99.19,52.13,52.46,17.32,76.36,6.16,483.81,0.532,0.456,16.15,11.78,2263.56,0.633,potato
123.7,47.2,52.22,23.56,68.96,7.27,769.31,0.757,0.597,22.39,51.24,1825.3,0.832,wheat
54.12,65.41,49.02,26.64,70.51,6.94,902.86,0.569,0.593,29.65,91.87,4444.25,0.728,soybean
55.72,11.6,46.88,13.56,45.79,6.94,464.13,0.57,0.393,16.51,82.9,1486.33,0.854,wheat
70.38,41.62,34.09,25.58,51.33,6.26,743.95,0.561,0.448,24.02,0.0,2604.07,0.874,wheat
84.78,34.44,44.93,27.21,66.01,7.39,722.94,0.581,0.523,25.86,89.64,1837.6,0.78,maize
64.03,56.19,36.94,22.61,44.92,7.17,399.6,0.539,0.351,23.15,82.86,7192.3,0.811,chickpea
82.94,49.85,63.94,30.51,73.49,7.5,733.35,0.496,0.502,31.29,75.96,5691.11,0.587,cotton
64.29,58.22,33.61,24.25,79.59,7.2,621.9,0.768,0.511,29.32,15.89,4433.74,0.575,soybean
106.57,57.28,33.43,30.52,96.86,7.31,1644.1,0.615,0.75,31.65,203.63,500.0,0.739,sugarcane
56.35,51.82,57.97,21.31,66.02,5.75,634.1,0.586,0.511,21.65,60.45,1751.39,0.687,potato
57.93,48.22,17.53,29.56,71.62,6.82,794.19,0.479,0.532,28.6,56.66,5978.2,0.691,soybean
5.0,56.48,34.84,31.29,57.67,6.41,544.82,0.245,0.507,32.28,66.03,5746.25,0.776,groundnut
121.41,55.18,29.26,18.17,52.91,6.62,744.58,0.579,0.534,19.91,86.46,3098.26,0.909,wheat
74.99,40.58,34.64,24.47,36.83,6.62,560.48,0.559,0.365,25.01,61.17,2329.2,0.645,wheat
63.78,53.83,28.48,24.95,47.76,6.73,578.16,0.584,0.338,21.0,99.0,1752.36,0.805,wheat
54.15,61.75,23.36,23.86,82.01,5.35,513.97,0.641,0.359,22.35,121.26,5948.28,0.703,groundnut
14.41,42.81,33.4,27.03,54.18,5.79,599.94,0.625,0.423,29.64,5.88,5136.28,0.89,groundnut
126.12,48.84,28.9,29.4,58.92,7.18,636.49,0.607,0.486,32.69,71.92,6955.79,0.629,cotton
103.88,34.39,53.92,28.28,63.56,6.54,1383.7,0.632,0.75,27.04,132.46,2453.65,0.858,rice
39.17,46.33,54.0,17.22,55.11,6.1,693.83,0.501,0.477,16.55,43.55,4553.1,0.728,soybean
89.92,40.37,17.1,21.98,62.24,7.85,803.79,0.515,0.529,25.6,102.2,2518.31,0.87,wheat
81.89,46.43,48.05,28.95,80.93,6.54,986.31,0.598,0.629,27.02,113.8,1567.58,0.931,rice
48.66,58.22,21.91,25.27,46.69,6.79,562.06,0.463,0.4,22.38,36.64,5499.37,0.825,groundnut
31.6,36.85,55.66,22.82,64.88,5.94,256.47,0.567,0.241,21.0,90.95,8522.87,0.762,groundnut
120.76,47.14,41.98,27.02,79.33,5.59,1185.04,0.629,0.659,25.84,95.59,1852.84,0.877,rice
51.75,40.6,26.88,22.77,47.03,6.13,853.09,0.449,0.604,22.98,73.53,2244.28,0.868,wheat
100.72,37.81,38.85,23.66,74.32,6.56,1443.0,0.655,0.75,19.81,85.84,2030.23,0.854,rice
36.3,47.69,46.54,24.83,64.71,6.76,658.73,0.585,0.426,23.61,86.7,7930.47,0.726,groundnut
88.08,60.61,36.58,25.82,39.91,7.19,478.9,0.665,0.393,25.66,28.91,7462.67,0.924,cotton
81.31,60.06,52.49,15.85,77.08,6.23,707.68,0.567,0.432,18.16,3.29,1554.21,0.815,potato
137.39,29.7,56.03,21.29,41.37,5.78,831.45,0.688,0.522,24.64,42.43,8264.38,0.71,cotton
109.4,46.44,43.89,28.02,68.92,5.85,871.21,0.76,0.543,29.13,105.63,1983.77,0.914,maize
93.12,39.49,17.24,10.52,65.3,6.56,680.46,0.459,0.527,8.73,104.71,3044.08,1.0,wheat
50.32,54.99,25.53,21.72,38.35,6.24,456.62,0.584,0.35,19.8,17.48,7035.22,0.867,chickpea
66.03,56.7,55.76,23.17,68.65,6.81,684.0,0.568,0.451,23.62,38.78,8152.08,0.888,cotton
43.08,54.17,42.97,34.47,80.72,6.46,702.39,0.538,0.572,35.56,93.46,6296.95,0.688,groundnut
101.23,43.96,41.52,24.4,50.04,7.1,816.31,0.779,0.455,25.21,47.98,2038.59,0.816,wheat
108.04,36.39,20.3,27.38,78.85,6.11,1701.24,0.738,0.75,26.38,187.53,2338.67,0.96,rice
124.27,38.95,36.54,22.7,69.86,6.58,1300.97,0.7,0.71,22.61,122.78,2370.64,0.894,rice
117.6,21.33,29.91,31.18,78.97,7.15,908.7,0.616,0.599,32.38,79.35,1556.79,0.911,maize
70.34,69.9,52.49,19.79,66.34,6.39,776.35,0.495,0.486,21.06,110.42,1718.91,0.656,potato
116.45,51.37,63.08,27.31,65.66,6.14,703.87,0.681,0.484,29.58,77.91,8777.83,0.775,cotton
72.38,19.03,33.46,23.79,42.14,6.74,706.62,0.599,0.47,24.19,42.22,2939.49,0.905,wheat
93.59,60.16,50.21,22.64,65.31,6.25,730.93,0.638,0.491,24.99,57.98,2644.4,0.828,tomato
65.62,62.13,14.22,27.39,66.44,5.97,810.1,0.706,0.579,26.17,59.9,5103.14,0.85,soybean
109.78,49.32,39.82,17.26,58.24,6.55,413.98,0.587,0.374,19.38,0.0,2484.67,0.664,wheat
134.56,49.67,43.89,23.75,78.51,6.04,1156.46,0.771,0.627,21.34,133.24,2024.57,0.815,rice
90.3,27.01,22.77,28.93,74.64,5.62,1511.23,0.65,0.684,30.85,113.89,1636.4,0.768,rice
60.61,44.54,21.86,16.57,63.92,6.14,582.36,0.509,0.45,19.54,0.0,2573.5,0.752,wheat
31.03,67.42,35.01,23.36,44.53,7.01,222.1,0.577,0.385,21.23,0.0,6929.86,0.847,chickpea
122.62,56.63,60.46,23.02,80.99,6.14,1756.47,0.786,0.75,25.46,120.56,500.0,0.944,sugarcane
119.17,46.79,58.47,22.58,71.33,7.35,1844.39,0.688,0.75,25.57,175.38,500.0,0.82,sugarcane
101.52,39.14,45.04,27.32,71.69,6.34,1170.05,0.711,0.655,24.74,126.35,2275.7,0.742,rice
74.5,75.5,30.05,23.56,62.04,7.34,422.93,0.58,0.434,25.82,102.34,4854.93,0.575,chickpea
92.58,33.69,56.17,22.65,49.2,6.35,805.9,0.736,0.51,21.3,52.72,8440.78,0.624,cotton
106.28,72.38,39.85,34.75,85.84,7.01,1784.92,0.698,0.75,35.08,178.3,500.0,0.759,sugarcane
107.65,31.51,49.67,20.49,56.23,6.43,622.45,0.648,0.433,19.74,59.13,6068.73,0.628,cotton
108.01,22.29,17.18,28.78,55.03,6.99,559.44,0.611,0.484,29.65,20.9,7035.71,0.94,cotton
88.2,12.31,46.62,29.73,60.18,6.09,550.91,0.522,0.428,27.73,95.62,7793.88,0.855,cotton
94.06,63.73,73.04,15.98,62.4,5.83,597.19,0.597,0.479,15.28,56.29,2052.0,0.603,potato
51.64,24.73,38.84,26.44,71.94,5.61,525.74,0.655,0.51,27.46,65.02,1494.53,0.869,tomato
35.57,57.54,36.48,28.18,58.35,6.82,294.52,0.506,0.364,29.45,0.0,5866.88,0.405,chickpea
67.67,57.21,24.55,27.29,47.3,6.79,461.93,0.657,0.436,28.43,77.24,6905.79,0.608,chickpea
114.1,27.66,33.95,22.77,90.21,7.07,1152.46,0.666,0.623,23.3,94.17,2018.92,1.0,rice
106.62,66.0,18.34,26.77,71.52,6.04,670.2,0.758,0.546,27.68,48.82,2443.18,0.736,maize
57.67,46.52,30.96,24.56,59.91,6.22,604.73,0.639,0.513,22.81,56.38,4011.46,0.829,soybean
38.51,43.92,28.85,29.8,66.03,7.07,554.84,0.555,0.445,29.72,44.23,4000.4,0.856,soybean
84.5,41.44,33.37,24.45,69.19,5.83,1066.95,0.624,0.542,21.7,106.26,2390.88,0.9,maize
65.71,55.54,41.48,24.85,79.13,5.93,493.05,0.476,0.45,24.45,0.0,1729.08,0.784,tomato
100.97,36.55,61.88,29.12,49.34,5.41,506.82,0.714,0.399,28.27,5.78,2537.04,0.773,tomato
111.57,51.71,43.28,22.7,60.37,7.0,1212.42,0.711,0.635,20.07,106.96,500.0,0.79,sugarcane
91.4,36.67,39.19,27.23,55.24,6.2,838.33,0.667,0.555,26.62,57.28,1573.49,0.791,maize
61.71,37.71,25.81,23.24,65.04,6.12,728.77,0.616,0.425,22.93,66.64,2180.23,0.765,tomato
110.88,35.08,27.94,22.43,67.14,6.29,716.63,0.767,0.449,19.81,64.9,2168.14,0.891,tomato
130.83,65.22,61.06,33.82,66.81,6.6,2072.64,0.503,0.75,34.12,201.07,500.0,0.848,sugarcane
24.86,31.78,32.25,18.46,42.01,6.48,579.6,0.373,0.395,18.04,49.25,8185.4,0.496,chickpea
56.83,44.0,46.52,24.06,63.04,6.6,651.5,0.691,0.465,25.3,116.1,5542.79,0.649,soybean
35.79,48.94,11.78,27.34,44.74,6.81,672.84,0.466,0.448,24.16,44.88,5991.74,0.812,chickpea
51.28,70.73,40.83,29.37,61.15,5.91,473.57,0.526,0.43,30.88,67.02,6303.2,0.732,groundnut
76.74,53.35,54.51,26.79,84.7,6.26,1180.91,0.596,0.633,25.56,83.93,2293.55,0.972,rice
77.83,27.82,38.38,26.94,45.45,6.79,955.78,0.692,0.523,28.28,114.84,6954.3,0.768,cotton
44.34,33.27,19.8,28.45,64.54,5.94,592.82,0.488,0.483,29.65,79.99,6091.92,0.731,groundnut
77.95,43.18,38.81,26.35,61.68,5.66,796.76,0.653,0.458,29.5,53.13,2156.24,0.985,tomato
109.38,61.71,10.41,27.26,57.84,5.93,756.29,0.585,0.524,27.64,84.95,2379.41,0.971,maize
36.27,51.71,29.42,16.59,57.73,6.47,764.83,0.463,0.444,15.22,108.9,4939.61,0.651,soybean
88.36,45.66,39.92,17.38,35.86,6.47,721.51,0.493,0.534,17.43,76.88,2303.8,0.751,wheat
111.21,65.33,22.08,15.79,72.78,5.14,582.63,0.61,0.454,16.87,34.0,1194.07,0.828,potato
